Name,Description,Stars,URL,Comment
puppet-nginx,Puppet Module to manage NGINX on various UNIXes (with added FreeBSD),0,https://github.com/Unity-Technologies/puppet-nginx,Low popularity - General Unity package
puppetlabs-concat,File concatenation system for Puppet,0,https://github.com/Unity-Technologies/puppetlabs-concat,Low popularity - General Unity package
puppet-pkgng,A Puppet package provider for FreeBSD's PkgNG package manager.,0,https://github.com/Unity-Technologies/puppet-pkgng,Low popularity - General Unity package
goamz,Amazon Library for Go,0,https://github.com/Unity-Technologies/goamz,Low popularity - General Unity package
nginx-helper-remote-cache,An extension to nginx helper for working with remote caches,0,https://github.com/Unity-Technologies/nginx-helper-remote-cache,Low popularity - General Unity package
hooktftp,Hook based tftp server written in Go (golang),0,https://github.com/Unity-Technologies/hooktftp,Low popularity - General Unity package
MonoDevelop.UnityMode,A single MonoDevelop Addin that transforms a regular MonoDevelop into a version that is tightly integrated with Unity,19,https://github.com/Unity-Technologies/MonoDevelop.UnityMode,Low popularity - General Unity package
MonoDevelop.UnityMode-Build,build script and dependencies for building a unitymode-monodevelop,5,https://github.com/Unity-Technologies/MonoDevelop.UnityMode-Build,Low popularity - General Unity package
django-storages,Mirror from bitbucket + fixes,0,https://github.com/Unity-Technologies/django-storages,Low popularity - General Unity package
UnityOBBDownloader,"This is Unity plugin for Android, intended to download .obb expansion files from Google Play.",34,https://github.com/Unity-Technologies/UnityOBBDownloader,Low popularity - General Unity package
uncrustify,Code beautifier,44,https://github.com/Unity-Technologies/uncrustify,Low popularity - General Unity package
editorconfig-visualstudio,EditorConfig Visual Studio Addin,7,https://github.com/Unity-Technologies/editorconfig-visualstudio,Low popularity - General Unity package
curl,"Curl is a tool and libcurl is a library for transferring data with URL syntax, supporting FTP, FTPS, HTTP, HTTPS, GOPHER, TFTP, SCP, SFTP, TELNET, DICT, LDAP, LDAPS, FILE, IMAP, SMTP, POP3, RTSP and RTMP. libcurl offers a myriad of powerful features",21,https://github.com/Unity-Technologies/curl,Low popularity - General Unity package
temp-salt,Infrastructure automation and management system,8,https://github.com/Unity-Technologies/temp-salt,Low popularity - General Unity package
qstat,New official qstat repository,121,https://github.com/Unity-Technologies/qstat,Mid-level popularity - General Unity package
omnisharp-server,HTTP wrapper around NRefactory allowing C# editor plugins to be written in any language.,4,https://github.com/Unity-Technologies/omnisharp-server,Low popularity - General Unity package
winsvc,Windows service library written in go - Forked from http://code.google.com/p/winsvc/,0,https://github.com/Unity-Technologies/winsvc,Low popularity - General Unity package
mysql-connector-python,Fork of version 2.0.4 of mysql-connector-python (and probably rebased at points) until upstream issues are fixed.,7,https://github.com/Unity-Technologies/mysql-connector-python,Low popularity - General Unity package
puppetlabs-postgresql,Puppet module for managing PostgreSQL,0,https://github.com/Unity-Technologies/puppetlabs-postgresql,Low popularity - General Unity package
golang-sys,Go packages for low-level interaction with the operating system,1,https://github.com/Unity-Technologies/golang-sys,Low popularity - General Unity package
go-ole,win32 ole implementation for golang,0,https://github.com/Unity-Technologies/go-ole,Low popularity - General Unity package
wmi,WMI for Go,1,https://github.com/Unity-Technologies/wmi,Low popularity - General Unity package
puppet-redis,No description,0,https://github.com/Unity-Technologies/puppet-redis,Low popularity - General Unity package
puppetlabs-mcollective,MCollective Server and Client Puppet Module,0,https://github.com/Unity-Technologies/puppetlabs-mcollective,Low popularity - General Unity package
xmlrpc,Implementation of XMLRPC protocol in Go language.,0,https://github.com/Unity-Technologies/xmlrpc,Low popularity - General Unity package
puppetlabs-rabbitmq,RabbitMQ Puppet Module,0,https://github.com/Unity-Technologies/puppetlabs-rabbitmq,Low popularity - General Unity package
puppetdb,Centralized Puppet Storage,0,https://github.com/Unity-Technologies/puppetdb,Low popularity - General Unity package
puppetlabs-puppetdb,A puppet module for installing and managing puppetdb,0,https://github.com/Unity-Technologies/puppetlabs-puppetdb,Low popularity - General Unity package
testify,A sacred extension to the standard go testing package,0,https://github.com/Unity-Technologies/testify,Low popularity - General Unity package
garethr-docker,Puppet module for managing docker,0,https://github.com/Unity-Technologies/garethr-docker,Low popularity - General Unity package
veewee,Easing the building of vagrant boxes,0,https://github.com/Unity-Technologies/veewee,Low popularity - General Unity package
puppet-module-puppetboard,Puppet module to install and manage puppetboard,0,https://github.com/Unity-Technologies/puppet-module-puppetboard,Low popularity - General Unity package
com.unity.formats.alembic,Alembic importer and exporter plugin for Unity,797,https://github.com/Unity-Technologies/com.unity.formats.alembic,Popular - General Unity package
gometalinter,Concurrently run Go lint tools and normalise their output,0,https://github.com/Unity-Technologies/gometalinter,Low popularity - Vehicle package
MonoDevelop.Boo.UnityScript.Addins,"new, simple, c# monodevelop language addins for unityscript and boo",3,https://github.com/Unity-Technologies/MonoDevelop.Boo.UnityScript.Addins,Low popularity - General Unity package
monodevelop-build,Build scripts for MonoDevelop,6,https://github.com/Unity-Technologies/monodevelop-build,Low popularity - General Unity package
hubot-pager-me,PagerDuty integration for Hubot,0,https://github.com/Unity-Technologies/hubot-pager-me,Low popularity - General Unity package
AssetGraph,Visual Workflow Automation Tool for Unity.,1134,https://github.com/Unity-Technologies/AssetGraph,Very popular - General Unity package
puppetlabs-registry,Puppet Module for managing the Windows Registry through custom types and providers,0,https://github.com/Unity-Technologies/puppetlabs-registry,Low popularity - General Unity package
zabbix-community-docker,Dockerfiles for base community Docker Zabbix images,0,https://github.com/Unity-Technologies/zabbix-community-docker,Low popularity - General Unity package
nunitv2,NUnit 2.x repository. NUnit V2 IS NO LONGER MAINTAINED OR UPDATED.  Bugs should be reported in the main NUnit 3.0 repository.,0,https://github.com/Unity-Technologies/nunitv2,Low popularity - Artificial intelligence package
docker-lloyd,Shipment insurance for docker containers,0,https://github.com/Unity-Technologies/docker-lloyd,Low popularity - Artificial intelligence package
docker-insurance,Docker backup solution for Docker data volumes,0,https://github.com/Unity-Technologies/docker-insurance,Low popularity - General Unity package
websocket,A WebSocket implementation for Go.,1,https://github.com/Unity-Technologies/websocket,Low popularity - General Unity package
nginx-range-cache,Allow range requests to be used to cache large remote files in nginx,0,https://github.com/Unity-Technologies/nginx-range-cache,Low popularity - General Unity package
vscode-unity-debug,Unity debugging support for VS Code,461,https://github.com/Unity-Technologies/vscode-unity-debug,Mid-level popularity - General Unity package
vscode-mono-debug,A simple VS Code debug adapter for mono,9,https://github.com/Unity-Technologies/vscode-mono-debug,Low popularity - General Unity package
django-courriers,A generic application to manage your newsletters,0,https://github.com/Unity-Technologies/django-courriers,Low popularity - General Unity package
mfsbsd,mfsBSD,0,https://github.com/Unity-Technologies/mfsbsd,Low popularity - General Unity package
python-mailchimp,Python client for v3 of MailChimp API,0,https://github.com/Unity-Technologies/python-mailchimp,Low popularity - Artificial intelligence package
mono-addins,"Mono.Addins is a generic framework for creating extensible applications, and for creating add-ins which extend those applications.",2,https://github.com/Unity-Technologies/mono-addins,Low popularity - General Unity package
giles,GILES: A Runtime Level Editor for Unity3D,770,https://github.com/Unity-Technologies/giles,Popular - General Unity package
zabbix-docker-monitoring,":whale: Monitoring of Docker containers - Docker image, template, C module",0,https://github.com/Unity-Technologies/zabbix-docker-monitoring,Low popularity - Artificial intelligence package
infinity_tile_shader,Shader snippets for Artomatix Infinity Tiles (Wang Tiles),54,https://github.com/Unity-Technologies/infinity_tile_shader,Low popularity - General Unity package
redigo,Go client for Redis,1,https://github.com/Unity-Technologies/redigo,Low popularity - General Unity package
emscripten,Emscripten: An LLVM-to-JavaScript Compiler,4,https://github.com/Unity-Technologies/emscripten,Low popularity - General Unity package
emscripten-fastcomp,emscripten llvm,3,https://github.com/Unity-Technologies/emscripten-fastcomp,Low popularity - General Unity package
emscripten-fastcomp-clang,emscripten clang,2,https://github.com/Unity-Technologies/emscripten-fastcomp-clang,Low popularity - General Unity package
NSubstitute,A friendly substitute for .NET mocking frameworks.,14,https://github.com/Unity-Technologies/NSubstitute,Low popularity - General Unity package
unity-ads-android,Unity Ads SDK for Android,226,https://github.com/Unity-Technologies/unity-ads-android,Mid-level popularity - General Unity package
unity-ads-ios,Unity Ads SDK for iOS,141,https://github.com/Unity-Technologies/unity-ads-ios,Mid-level popularity - General Unity package
binaryen,"Compiler infrastructure and toolchain library for WebAssembly, in C++",3,https://github.com/Unity-Technologies/binaryen,Low popularity - Artificial intelligence package
ShaderGraph,Unity ShaderGraph project,1195,https://github.com/Unity-Technologies/ShaderGraph,Very popular - General Unity package
celerybeatredis,celery scheduler use redis,0,https://github.com/Unity-Technologies/celerybeatredis,Low popularity - General Unity package
requests-aws4auth,Amazon Web Services version 4 authentication for the Python Requests module,0,https://github.com/Unity-Technologies/requests-aws4auth,Low popularity - General Unity package
puppet-kapacitor,A Puppet module for installing and configuring Kapacitor - https://influxdata.com/time-series-platform/kapacitor ,0,https://github.com/Unity-Technologies/puppet-kapacitor,Low popularity - General Unity package
celery,Distributed Task Queue (development branch),0,https://github.com/Unity-Technologies/celery,Low popularity - General Unity package
unity-ads-cocos2dx,No description,15,https://github.com/Unity-Technologies/unity-ads-cocos2dx,Low popularity - General Unity package
UnityPlayground,"A collection of simple scripts to create 2D physics game, intended for giving workshops to a young audience",880,https://github.com/Unity-Technologies/UnityPlayground,Popular - Physics package
build-qt,No description,1,https://github.com/Unity-Technologies/build-qt,Low popularity - General Unity package
NRefactory,NRefactory - Refactoring Your C# Code,4,https://github.com/Unity-Technologies/NRefactory,Low popularity - General Unity package
golja-influxdb,Puppet module for InfluxDB,0,https://github.com/Unity-Technologies/golja-influxdb,Low popularity - General Unity package
vividcortex-puppet,Puppet example for the installation of the VividCortex repository,0,https://github.com/Unity-Technologies/vividcortex-puppet,Low popularity - General Unity package
user_data_app,User data App,1,https://github.com/Unity-Technologies/user_data_app,Low popularity - General Unity package
timetracking_app,Zendesk official time-tracking app,4,https://github.com/Unity-Technologies/timetracking_app,Low popularity - General Unity package
infping,"Parse fping output, store result in influxdb 0.9",0,https://github.com/Unity-Technologies/infping,Low popularity - General Unity package
nunitv3,NUnit 3.0 Framework,4,https://github.com/Unity-Technologies/nunitv3,Low popularity - General Unity package
ArtomatixImageLoader,No description,1,https://github.com/Unity-Technologies/ArtomatixImageLoader,Low popularity - General Unity package
dhcpd-formula,No description,0,https://github.com/Unity-Technologies/dhcpd-formula,Low popularity - General Unity package
unity-ads-engineintegration-test,No description,2,https://github.com/Unity-Technologies/unity-ads-engineintegration-test,Low popularity - General Unity package
Fody,Extensible tool for weaving .net assemblies,4,https://github.com/Unity-Technologies/Fody,Low popularity - General Unity package
NavMeshComponents,High Level API Components for Runtime NavMesh Building,3026,https://github.com/Unity-Technologies/NavMeshComponents,Very popular - General Unity package
katana-dev-environment,Vagrant environment for Katana development.,1,https://github.com/Unity-Technologies/katana-dev-environment,Low popularity - General Unity package
PostProcessing,Post Processing Stack,3709,https://github.com/Unity-Technologies/PostProcessing,Very popular - General Unity package
ExCSS,A CSS Parser for .NET.  It's BADA55!,25,https://github.com/Unity-Technologies/ExCSS,Low popularity - General Unity package
ScriptableRenderLoopScenes,Test scenes to use with Unity scriptable render loops,11,https://github.com/Unity-Technologies/ScriptableRenderLoopScenes,Low popularity - Render or graphics package
css-layout,A subset of CSS (specifically flex-box) re-implemented as a stand alone project for use primarily on mobile. Used by react-native,20,https://github.com/Unity-Technologies/css-layout,Low popularity - General Unity package
elastalert,Easy & Flexible Alerting With ElasticSearch,0,https://github.com/Unity-Technologies/elastalert,Low popularity - General Unity package
go-slack,Go library for the Slack API.,32,https://github.com/Unity-Technologies/go-slack,Low popularity - General Unity package
smokeping-formula,http://docs.saltstack.com/en/latest/topics/development/conventions/formulas.html,0,https://github.com/Unity-Technologies/smokeping-formula,Low popularity - General Unity package
logrus,"Structured, pluggable logging for Go.",0,https://github.com/Unity-Technologies/logrus,Low popularity - General Unity package
VolumetricLighting,"Lighting effects implemented for the Adam demo: volumetric fog, area lights and tube lights",1728,https://github.com/Unity-Technologies/VolumetricLighting,Very popular - General Unity package
HLSLcc,DirectX shader bytecode cross compiler,854,https://github.com/Unity-Technologies/HLSLcc,Popular - General Unity package
puppet-rsyslog,Manage rsyslog through puppet,0,https://github.com/Unity-Technologies/puppet-rsyslog,Low popularity - General Unity package
AssetBundles-Browser,Editor tool for viewing and debugging asset bundle contents before and after builds,2230,https://github.com/Unity-Technologies/AssetBundles-Browser,Very popular - General Unity package
rabbitmq-formula,No description,0,https://github.com/Unity-Technologies/rabbitmq-formula,Low popularity - General Unity package
redis-formula,Redis state,0,https://github.com/Unity-Technologies/redis-formula,Low popularity - General Unity package
Tanto,Unity new code review and collaboration tool,19,https://github.com/Unity-Technologies/Tanto,Low popularity - General Unity package
sensu-formula,Salt Stack formula to manage Sensu.,0,https://github.com/Unity-Technologies/sensu-formula,Low popularity - General Unity package
corert,"This repo contains CoreRT, a .NET Core runtime optimized for AOT (ahead of time compilation) scenarios, with the accompanying .NET Native compiler toolchain.",2,https://github.com/Unity-Technologies/corert,Low popularity - Artificial intelligence package
grafana-formula,No description,2,https://github.com/Unity-Technologies/grafana-formula,Low popularity - General Unity package
BenchmarkDotNet,Powerful .NET library for benchmarking,10,https://github.com/Unity-Technologies/BenchmarkDotNet,Low popularity - General Unity package
brotli,Brotli compression format,7,https://github.com/Unity-Technologies/brotli,Low popularity - General Unity package
brotli.js,"A JavaScript port of the Brotli compression algorithm, as used in WOFF2",0,https://github.com/Unity-Technologies/brotli.js,Low popularity - General Unity package
CSharpNativeCodeBuilder,No description,5,https://github.com/Unity-Technologies/CSharpNativeCodeBuilder,Low popularity - General Unity package
com.unity.image-viewer,Validation package for the package manager,1,https://github.com/Unity-Technologies/com.unity.image-viewer,Low popularity - General Unity package
Stugo.Interop,Dynamic P/Invoke helper,1,https://github.com/Unity-Technologies/Stugo.Interop,Low popularity - General Unity package
UnityOctree,"A dynamic, loose octree implementation for Unity written in C#",305,https://github.com/Unity-Technologies/UnityOctree,Mid-level popularity - General Unity package
EditorXR,Author XR in XR,931,https://github.com/Unity-Technologies/EditorXR,Popular - General Unity package
input-prototype,Input prototype revealed here: https://blogs.unity3d.com/2016/04/12/developing-the-new-input-system-together-with-you/,27,https://github.com/Unity-Technologies/input-prototype,Low popularity - General Unity package
graph-visualizer,Visualizer for your Playable graphs,641,https://github.com/Unity-Technologies/graph-visualizer,Popular - General Unity package
probuilder-vr,"Kinda like ProBuilder, but in virtual reality.",83,https://github.com/Unity-Technologies/probuilder-vr,Low popularity - General Unity package
roslyn,"The .NET Compiler Platform (""Roslyn"") provides open-source C# and Visual Basic compilers with rich code analysis APIs.",36,https://github.com/Unity-Technologies/roslyn,Low popularity - General Unity package
unittest-cpp,A lightweight unit testing framework for C++,4,https://github.com/Unity-Technologies/unittest-cpp,Low popularity - General Unity package
git-unity-as,Convert a Unity Asset Server database to a git repository,4,https://github.com/Unity-Technologies/git-unity-as,Low popularity - General Unity package
statsd,An efficient Statsd Go client.,1,https://github.com/Unity-Technologies/statsd,Low popularity - General Unity package
Physical-Camera,Unity Component that can describes a physical camera's attributes.,92,https://github.com/Unity-Technologies/Physical-Camera,Low popularity - General Unity package
runc,CLI tool for spawning and running containers according to the OCI specification,0,https://github.com/Unity-Technologies/runc,Low popularity - Artificial intelligence package
glide-pin,A plugin for glide that pins all dependencies from the lock file into the yaml file,5,https://github.com/Unity-Technologies/glide-pin,Low popularity - General Unity package
XRLineRenderer,An XR-Focused line renderer that mimics rendering with 3d capsules while only using two quads worth of geometry.,303,https://github.com/Unity-Technologies/XRLineRenderer,Mid-level popularity - Render or graphics package
BatchBreakingCause,This project demonstrates different cases when Unity has to break a batch while rendering.,365,https://github.com/Unity-Technologies/BatchBreakingCause,Mid-level popularity - Render or graphics package
linker,No description,28,https://github.com/Unity-Technologies/linker,Low popularity - General Unity package
OpenCppCoverage,Coverage tool for C++ code,20,https://github.com/Unity-Technologies/OpenCppCoverage,Low popularity - General Unity package
reference-assemblies,Binary reference assemblies,0,https://github.com/Unity-Technologies/reference-assemblies,Low popularity - General Unity package
PhysicsExamples2D,Examples of various Unity 2D Physics components and features.,550,https://github.com/Unity-Technologies/PhysicsExamples2D,Popular - Physics package
com.autodesk.fbx,FBX SDK C# bindings,219,https://github.com/Unity-Technologies/com.autodesk.fbx,Mid-level popularity - General Unity package
Babylon.js,Babylon.js: a complete JavaScript framework for building 3D games with HTML 5 and WebGL,6,https://github.com/Unity-Technologies/Babylon.js,Low popularity - General Unity package
pykube,Python client library for Kubernetes,1,https://github.com/Unity-Technologies/pykube,Low popularity - General Unity package
crunch,Advanced DXTc texture compression and transcoding library,241,https://github.com/Unity-Technologies/crunch,Mid-level popularity - General Unity package
7-Zip-zstd,7-Zip with ZStandard Support,17,https://github.com/Unity-Technologies/7-Zip-zstd,Low popularity - General Unity package
p7zip-zstd,p7zip with ZStandard support ,7,https://github.com/Unity-Technologies/p7zip-zstd,Low popularity - General Unity package
testinfra,Testinfra test your infrastructures,1,https://github.com/Unity-Technologies/testinfra,Low popularity - General Unity package
UnityMixedCallstack,Visual Studio native debugger extension to help debug native applications using Mono.,129,https://github.com/Unity-Technologies/UnityMixedCallstack,Mid-level popularity - General Unity package
UIElementsExamples,Unity project containing examples to use UIElements in the Editor,435,https://github.com/Unity-Technologies/UIElementsExamples,Mid-level popularity - Artificial intelligence package
GenericFrameRecorder,This GitHub package is DEPRECATED. Please get the new Unity Recorder from the Asset Store (https://assetstore.unity.com/packages/essentials/unity-recorder-94079) Use the editor builtin Bug Reporter to report issues. You can track and vote for issues on the Issue Tracker (https://issuetracker.unity3d.com),534,https://github.com/Unity-Technologies/GenericFrameRecorder,Popular - General Unity package
poly2tri-cs,A port of poly2tri to C#,20,https://github.com/Unity-Technologies/poly2tri-cs,Low popularity - General Unity package
KdTree,"A fast, generic, multi-dimensional Binary Search Tree written in C#",63,https://github.com/Unity-Technologies/KdTree,Low popularity - General Unity package
sun-java-formula,Flexible provisioning for JDK and JRE tarballs,0,https://github.com/Unity-Technologies/sun-java-formula,Low popularity - General Unity package
kafka-formula,Salt Formula for Kafka,2,https://github.com/Unity-Technologies/kafka-formula,Low popularity - General Unity package
zookeeper-formula,No description,0,https://github.com/Unity-Technologies/zookeeper-formula,Low popularity - General Unity package
hw2017-ab-variants-2,Asset bundle variants 2.0 example project,2,https://github.com/Unity-Technologies/hw2017-ab-variants-2,Low popularity - General Unity package
keepalived-formula,No description,0,https://github.com/Unity-Technologies/keepalived-formula,Low popularity - General Unity package
nginx-formula,Nginx Salt Formula,0,https://github.com/Unity-Technologies/nginx-formula,Low popularity - General Unity package
haproxy-formula,No description,0,https://github.com/Unity-Technologies/haproxy-formula,Low popularity - General Unity package
samba-formula,No description,0,https://github.com/Unity-Technologies/samba-formula,Low popularity - General Unity package
salt-formula-glusterfs,Salt formula to setup GlusterFS server and client,0,https://github.com/Unity-Technologies/salt-formula-glusterfs,Low popularity - General Unity package
apache-formula,Set up and configure the Apache HTTP server,1,https://github.com/Unity-Technologies/apache-formula,Low popularity - General Unity package
telegraf-formula,Saltstack formula for installing and configuring telegraf,0,https://github.com/Unity-Technologies/telegraf-formula,Low popularity - General Unity package
rsyslog-formula,No description,0,https://github.com/Unity-Technologies/rsyslog-formula,Low popularity - General Unity package
elastic-formula,"Saltstack formula for installing elastic products such as elasticsearch, logstash and kibana",2,https://github.com/Unity-Technologies/elastic-formula,Low popularity - General Unity package
memcached-formula,No description,1,https://github.com/Unity-Technologies/memcached-formula,Low popularity - General Unity package
stunnel-formula,Saltstack formula for stunnel,0,https://github.com/Unity-Technologies/stunnel-formula,Low popularity - General Unity package
artifactory-formula,Salt Stack Artifactory formula,0,https://github.com/Unity-Technologies/artifactory-formula,Low popularity - General Unity package
consul-formula,http://docs.saltstack.com/en/latest/topics/development/conventions/formulas.html,0,https://github.com/Unity-Technologies/consul-formula,Low popularity - General Unity package
zabbix-formula,No description,0,https://github.com/Unity-Technologies/zabbix-formula,Low popularity - General Unity package
postgres-formula,No description,1,https://github.com/Unity-Technologies/postgres-formula,Low popularity - General Unity package
ntp-formula,No description,0,https://github.com/Unity-Technologies/ntp-formula,Low popularity - General Unity package
dante-formula,Dante SOCKS proxy Saltstack formula,0,https://github.com/Unity-Technologies/dante-formula,Low popularity - General Unity package
influxdb-formula,Installs and configures the InfluxDB timeseries database,1,https://github.com/Unity-Technologies/influxdb-formula,Low popularity - General Unity package
bind-formula,No description,0,https://github.com/Unity-Technologies/bind-formula,Low popularity - General Unity package
BanditDungeon,Demo project using multi-armed bandit algorithm,100,https://github.com/Unity-Technologies/BanditDungeon,Mid-level popularity - General Unity package
MultiMaterial,No description,66,https://github.com/Unity-Technologies/MultiMaterial,Low popularity - General Unity package
steam-runtime,A runtime environment for Steam applications,12,https://github.com/Unity-Technologies/steam-runtime,Low popularity - General Unity package
com.unity.formats.fbx,FBX Exporter tools for editing and exchanging assets between the Unity and Digital Content Creation (DCC) tools such as Maya and 3DS Max,229,https://github.com/Unity-Technologies/com.unity.formats.fbx,Mid-level popularity - Vehicle package
2d-techdemos,Tech Demos for Unity 2D Features,952,https://github.com/Unity-Technologies/2d-techdemos,Popular - General Unity package
2d-extras,Fun 2D Stuff that we'd like to share!,1556,https://github.com/Unity-Technologies/2d-extras,Very popular - General Unity package
2d-gamedemo-robodash,Robodash!,213,https://github.com/Unity-Technologies/2d-gamedemo-robodash,Mid-level popularity - General Unity package
UnityOptions,No description,139,https://github.com/Unity-Technologies/UnityOptions,Mid-level popularity - General Unity package
MonoProfileTools,No description,1,https://github.com/Unity-Technologies/MonoProfileTools,Low popularity - General Unity package
mbedtls,"An open source, portable, easy to use, readable and flexible SSL library",4,https://github.com/Unity-Technologies/mbedtls,Low popularity - General Unity package
salt-java-formula,Formula for installing JDK and JRE with SaltStack. Supports Oracle and OpenJDK.,0,https://github.com/Unity-Technologies/salt-java-formula,Low popularity - General Unity package
DeLightingTool,De-Lighting tool,524,https://github.com/Unity-Technologies/DeLightingTool,Popular - General Unity package
flex,The Fast Lexical Analyzer,0,https://github.com/Unity-Technologies/flex,Low popularity - General Unity package
go-ts3,A golang TeamSpeak 3 ServerQuery client,47,https://github.com/Unity-Technologies/go-ts3,Low popularity - General Unity package
go-rrd,A golang client for talking to rrdcached,1,https://github.com/Unity-Technologies/go-rrd,Low popularity - General Unity package
SkyboxPanoramicShader,Skybox shader for support of 360/180/cubemap video and static content,282,https://github.com/Unity-Technologies/SkyboxPanoramicShader,Mid-level popularity - General Unity package
libtorrent,an efficient feature complete C++ bittorrent implementation,5,https://github.com/Unity-Technologies/libtorrent,Low popularity - General Unity package
Q-GridWorld,Demo project using tabular Q-learning algorithm,139,https://github.com/Unity-Technologies/Q-GridWorld,Mid-level popularity - General Unity package
unityscript2csharp,"Tool to convert UnityScript (a.k.a, Javascript in Unity parlance) to C#",147,https://github.com/Unity-Technologies/unityscript2csharp,Mid-level popularity - General Unity package
dotpackage-assistant,A Unity C# Script to provide basic version-control-aware .unitypackage management,1,https://github.com/Unity-Technologies/dotpackage-assistant,Low popularity - General Unity package
GenericRecorder-MovieRecorderPlugin,FrameRecorder recorder plugin to record MP4's with audio using Unity API's only.,61,https://github.com/Unity-Technologies/GenericRecorder-MovieRecorderPlugin,Low popularity - General Unity package
